Epoch,PC_Index,Source_Line,Voltage,Action,Status,Total_Cycles,Wasted_Cycles,Wasted_Time_ms
7,11,59,3.149920727177113,EXECUTE,SUCCESS,19,0,0.0
7,12,60,3.1467444526049446,EXECUTE,SUCCESS,20,0,0.0
7,13,67,3.1435649687098874,EXECUTE,SUCCESS,21,0,0.0
7,14,69,3.123139580214115,EXECUTE,SUCCESS,23,0,0.0
7,15,70,3.1199360410110972,EXECUTE,SUCCESS,24,0,0.0
7,16,72,3.099354936918326,EXECUTE,SUCCESS,26,0,0.0
7,17,73,3.0786362484061023,EXECUTE,SUCCESS,28,0,0.0
7,18,74,3.0577771656875194,EXECUTE,SUCCESS,30,0,0.0
7,19,75,3.036774808905,EXECUTE,SUCCESS,32,0,0.0
7,20,76,3.015626184559353,EXECUTE,SUCCESS,34,0,0.0
7,21,78,3.0123083088389206,EXECUTE,SUCCESS,35,0,0.0
7,22,81,3.0089867746469077,EXECUTE,SUCCESS,36,0,0.0
7,23,83,2.9876414669434483,EXECUTE,SUCCESS,38,0,0.0
7,24,84,2.984292478544956,EXECUTE,SUCCESS,39,0,0.0
7,25,85,2.980939727669782,EXECUTE,SUCCESS,40,0,0.0
7,26,86,2.97758320160831,EXECUTE,SUCCESS,41,0,0.0
7,27,42,2.9742228875792067,EXECUTE,SUCCESS,42,0,0.0
7,28,44,2.9708587727288545,EXECUTE,SUCCESS,43,0,0.0
7,29,46,2.949237523920377,EXECUTE,SUCCESS,45,0,0.0
7,30,47,2.9274565782433046,EXECUTE,SUCCESS,47,0,0.0
7,31,49,2.9154763011384603,EXECUTE,SUCCESS,49,0,0.0
7,32,51,2.8934412224028327,EXECUTE,SUCCESS,51,0,0.0
7,32,52,2.000000539999927,CHECKPOINT,SUCCESS,147,0,0.0
7,33,52,2.0000000168749996,EXECUTE,SUCCESS,150,0,0.0
7,34,53,2.00000001125,EXECUTE,SUCCESS,152,0,0.0
7,35,55,2.00000001125,EXECUTE,SUCCESS,154,0,0.0
7,35,56,2.000000539999927,CHECKPOINT,SUCCESS,250,0,0.0
7,36,56,2.000000005625,EXECUTE,SUCCESS,251,0,0.0
7,37,59,2.000000015625,EXECUTE,SUCCESS,252,0,0.0
7,38,60,2.000000015625,EXECUTE,SUCCESS,253,0,0.0
